,date,home_team,score,away_team,season
1387,29-12-2018,Tottenham,1 - 3,Wolves,18/19
1388,01-01-2019,Cardiff,0 - 3,Tottenham,18/19
1389,13-01-2019,Tottenham,0 - 1,Man United,18/19
1390,20-01-2019,Fulham,1 - 2,Tottenham,18/19
1391,30-01-2019,Tottenham,2 - 1,Watford,18/19
1392,02-02-2019,Tottenham,1 - 0,Newcastle,18/19
1393,10-02-2019,Tottenham,3 - 1,Leicester,18/19
1394,23-02-2019,Burnley,2 - 1,Tottenham,18/19
1395,27-02-2019,Chelsea,2 - 0,Tottenham,18/19
1396,02-03-2019,Tottenham,1 - 1,Arsenal,18/19
1397,09-03-2019,Southampton,2 - 1,Tottenham,18/19
1398,31-03-2019,Liverpool,2 - 1,Tottenham,18/19
1399,03-04-2019,Tottenham,2 - 0,Crystal Palace,18/19
1400,13-04-2019,Tottenham,4 - 0,Huddersfield,18/19
1401,20-04-2019,Man City,1 - 0,Tottenham,18/19
1402,23-04-2019,Tottenham,1 - 0,Brighton,18/19
1403,27-04-2019,Tottenham,0 - 1,West Ham,18/19
1404,04-05-2019,Bournemouth,1 - 0,Tottenham,18/19
1405,12-05-2019,Tottenham,2 - 2,Everton,18/19
1406,11-08-2018,Watford,2 - 0,Brighton,18/19
1407,19-08-2018,Burnley,1 - 3,Watford,18/19
1408,26-08-2018,Watford,2 - 1,Crystal Palace,18/19
1409,02-09-2018,Watford,2 - 1,Tottenham,18/19
1410,15-09-2018,Watford,1 - 2,Man United,18/19
1411,22-09-2018,Fulham,1 - 1,Watford,18/19
1412,29-09-2018,Arsenal,2 - 0,Watford,18/19
1413,06-10-2018,Watford,0 - 4,Bournemouth,18/19
1414,20-10-2018,Wolves,0 - 2,Watford,18/19
1415,27-10-2018,Watford,3 - 0,Huddersfield,18/19
1416,03-11-2018,Newcastle,1 - 0,Watford,18/19
1417,10-11-2018,Southampton,1 - 1,Watford,18/19
1418,24-11-2018,Watford,0 - 3,Liverpool,18/19
1419,01-12-2018,Leicester,2 - 0,Watford,18/19
1420,04-12-2018,Watford,1 - 2,Man City,18/19
1421,10-12-2018,Everton,2 - 2,Watford,18/19
1422,15-12-2018,Watford,3 - 2,Cardiff,18/19
1423,22-12-2018,West Ham,0 - 2,Watford,18/19
1424,26-12-2018,Watford,1 - 2,Chelsea,18/19
1425,29-12-2018,Watford,1 - 1,Newcastle,18/19
1426,02-01-2019,Bournemouth,3 - 3,Watford,18/19
1427,12-01-2019,Crystal Palace,1 - 2,Watford,18/19
1428,19-01-2019,Watford,0 - 0,Burnley,18/19
1429,30-01-2019,Tottenham,2 - 1,Watford,18/19
1430,02-02-2019,Brighton,0 - 0,Watford,18/19
1431,09-02-2019,Watford,1 - 0,Everton,18/19
1432,22-02-2019,Cardiff,1 - 5,Watford,18/19
1433,27-02-2019,Liverpool,5 - 0,Watford,18/19
1434,03-03-2019,Watford,2 - 1,Leicester,18/19
1435,09-03-2019,Man City,3 - 1,Watford,18/19
1436,30-03-2019,Man United,2 - 1,Watford,18/19
1437,02-04-2019,Watford,4 - 1,Fulham,18/19
1438,15-04-2019,Watford,0 - 1,Arsenal,18/19
1439,20-04-2019,Huddersfield,1 - 2,Watford,18/19
1440,23-04-2019,Watford,1 - 1,Southampton,18/19
1441,27-04-2019,Watford,1 - 2,Wolves,18/19
1442,05-05-2019,Chelsea,3 - 0,Watford,18/19
1443,12-05-2019,Watford,1 - 4,West Ham,18/19
1444,12-08-2018,Liverpool,4 - 0,West Ham,18/19
1445,18-08-2018,West Ham,1 - 2,Bournemouth,18/19
1446,25-08-2018,Arsenal,3 - 1,West Ham,18/19
1447,01-09-2018,West Ham,0 - 1,Wolves,18/19
1448,16-09-2018,Everton,1 - 3,West Ham,18/19
1449,23-09-2018,West Ham,0 - 0,Chelsea,18/19
1450,29-09-2018,West Ham,3 - 1,Man United,18/19
1451,05-10-2018,Brighton,1 - 0,West Ham,18/19
1452,20-10-2018,West Ham,0 - 1,Tottenham,18/19
1453,27-10-2018,Leicester,1 - 1,West Ham,18/19
1454,03-11-2018,West Ham,4 - 2,Burnley,18/19
1455,10-11-2018,Huddersfield,1 - 1,West Ham,18/19
1456,24-11-2018,West Ham,0 - 4,Man City,18/19
1457,01-12-2018,Newcastle,0 - 3,West Ham,18/19
1458,04-12-2018,West Ham,3 - 1,Cardiff,18/19
1459,08-12-2018,West Ham,3 - 2,Crystal Palace,18/19
1460,15-12-2018,Fulham,0 - 2,West Ham,18/19
1461,22-12-2018,West Ham,0 - 2,Watford,18/19
1462,27-12-2018,Southampton,1 - 2,West Ham,18/19
1463,30-12-2018,Burnley,2 - 0,West Ham,18/19
1464,02-01-2019,West Ham,2 - 2,Brighton,18/19
1465,12-01-2019,West Ham,1 - 0,Arsenal,18/19
1466,19-01-2019,Bournemouth,2 - 0,West Ham,18/19
1467,29-01-2019,Wolves,3 - 0,West Ham,18/19
1468,04-02-2019,West Ham,1 - 1,Liverpool,18/19
1469,09-02-2019,Crystal Palace,1 - 1,West Ham,18/19
1470,22-02-2019,West Ham,3 - 1,Fulham,18/19
1471,27-02-2019,Man City,1 - 0,West Ham,18/19
1472,02-03-2019,West Ham,2 - 0,Newcastle,18/19
1473,09-03-2019,Cardiff,2 - 0,West Ham,18/19
1474,16-03-2019,West Ham,4 - 3,Huddersfield,18/19
1475,30-03-2019,West Ham,0 - 2,Everton,18/19
1476,08-04-2019,Chelsea,2 - 0,West Ham,18/19
1477,13-04-2019,Man United,2 - 1,West Ham,18/19
1478,20-04-2019,West Ham,2 - 2,Leicester,18/19
1479,27-04-2019,Tottenham,0 - 1,West Ham,18/19
1480,04-05-2019,West Ham,3 - 0,Southampton,18/19
1481,12-05-2019,Watford,1 - 4,West Ham,18/19
1482,11-08-2018,Wolves,2 - 2,Everton,18/19
1483,18-08-2018,Leicester,2 - 0,Wolves,18/19
1484,25-08-2018,Wolves,1 - 1,Man City,18/19
1485,01-09-2018,West Ham,0 - 1,Wolves,18/19
1486,16-09-2018,Wolves,1 - 0,Burnley,18/19
1487,22-09-2018,Man United,1 - 1,Wolves,18/19
1488,29-09-2018,Wolves,2 - 0,Southampton,18/19
1489,06-10-2018,Crystal Palace,0 - 1,Wolves,18/19
1490,20-10-2018,Wolves,0 - 2,Watford,18/19
1491,27-10-2018,Brighton,1 - 0,Wolves,18/19
1492,03-11-2018,Wolves,2 - 3,Tottenham,18/19
1493,11-11-2018,Arsenal,1 - 1,Wolves,18/19
1494,25-11-2018,Wolves,0 - 2,Huddersfield,18/19
1495,30-11-2018,Cardiff,2 - 1,Wolves,18/19
1496,05-12-2018,Wolves,2 - 1,Chelsea,18/19
1497,09-12-2018,Newcastle,1 - 2,Wolves,18/19
1498,15-12-2018,Wolves,2 - 0,Bournemouth,18/19
1499,21-12-2018,Wolves,0 - 2,Liverpool,18/19
1500,26-12-2018,Fulham,1 - 1,Wolves,18/19
1501,29-12-2018,Tottenham,1 - 3,Wolves,18/19
1502,02-01-2019,Wolves,0 - 2,Crystal Palace,18/19
1503,14-01-2019,Man City,3 - 0,Wolves,18/19
1504,19-01-2019,Wolves,4 - 3,Leicester,18/19
1505,29-01-2019,Wolves,3 - 0,West Ham,18/19
1506,02-02-2019,Everton,1 - 3,Wolves,18/19
1507,11-02-2019,Wolves,1 - 1,Newcastle,18/19
1508,23-02-2019,Bournemouth,1 - 1,Wolves,18/19
1509,26-02-2019,Huddersfield,1 - 0,Wolves,18/19
1510,02-03-2019,Wolves,2 - 0,Cardiff,18/19
1511,10-03-2019,Chelsea,1 - 1,Wolves,18/19
1512,30-03-2019,Burnley,2 - 0,Wolves,18/19
1513,02-04-2019,Wolves,2 - 1,Man United,18/19
1514,13-04-2019,Southampton,3 - 1,Wolves,18/19
1515,20-04-2019,Wolves,0 - 0,Brighton,18/19
1516,24-04-2019,Wolves,3 - 1,Arsenal,18/19
1517,27-04-2019,Watford,1 - 2,Wolves,18/19
1518,04-05-2019,Wolves,1 - 0,Fulham,18/19
1519,12-05-2019,Liverpool,2 - 0,Wolves,18/19
1520,11-08-2019,Newcastle,0 - 1,Arsenal,19/20
1521,17-08-2019,Arsenal,2 - 1,Burnley,19/20
1522,24-08-2019,Liverpool,3 - 1,Arsenal,19/20
1523,01-09-2019,Arsenal,2 - 2,Tottenham,19/20
1524,15-09-2019,Watford,2 - 2,Arsenal,19/20
1525,22-09-2019,Arsenal,3 - 2,Aston Villa,19/20
1526,30-09-2019,Man United,1 - 1,Arsenal,19/20
1527,06-10-2019,Arsenal,1 - 0,Bournemouth,19/20
1528,21-10-2019,Sheffield United,1 - 0,Arsenal,19/20
1529,27-10-2019,Arsenal,2 - 2,Crystal Palace,19/20
1530,02-11-2019,Arsenal,1 - 1,Wolves,19/20
1531,09-11-2019,Leicester,2 - 0,Arsenal,19/20
1532,23-11-2019,Arsenal,2 - 2,Southampton,19/20
1533,01-12-2019,Norwich,2 - 2,Arsenal,19/20
1534,05-12-2019,Arsenal,1 - 2,Brighton,19/20
1535,09-12-2019,West Ham,1 - 3,Arsenal,19/20
1536,15-12-2019,Arsenal,0 - 3,Man City,19/20
1537,21-12-2019,Everton,0 - 0,Arsenal,19/20
1538,26-12-2019,Bournemouth,1 - 1,Arsenal,19/20
1539,29-12-2019,Arsenal,1 - 2,Chelsea,19/20
1540,01-01-2020,Arsenal,2 - 0,Man United,19/20
1541,11-01-2020,Crystal Palace,1 - 1,Arsenal,19/20
1542,18-01-2020,Arsenal,1 - 1,Sheffield United,19/20
1543,21-01-2020,Chelsea,2 - 2,Arsenal,19/20
1544,02-02-2020,Burnley,0 - 0,Arsenal,19/20
1545,16-02-2020,Arsenal,4 - 0,Newcastle,19/20
1546,23-02-2020,Arsenal,3 - 2,Everton,19/20
1547,07-03-2020,Arsenal,1 - 0,West Ham,19/20
1548,17-06-2020,Man City,3 - 0,Arsenal,19/20
1549,20-06-2020,Brighton,2 - 1,Arsenal,19/20
1550,25-06-2020,Southampton,0 - 2,Arsenal,19/20
1551,01-07-2020,Arsenal,4 - 0,Norwich,19/20
1552,04-07-2020,Wolves,0 - 2,Arsenal,19/20
1553,07-07-2020,Arsenal,1 - 1,Leicester,19/20
1554,12-07-2020,Tottenham,2 - 1,Arsenal,19/20
1555,15-07-2020,Arsenal,2 - 1,Liverpool,19/20
1556,21-07-2020,Aston Villa,1 - 0,Arsenal,19/20
1557,26-07-2020,Arsenal,3 - 2,Watford,19/20
1558,10-08-2019,Tottenham,3 - 1,Aston Villa,19/20
1559,17-08-2019,Aston Villa,1 - 2,Bournemouth,19/20
1560,23-08-2019,Aston Villa,2 - 0,Everton,19/20
1561,31-08-2019,Crystal Palace,1 - 0,Aston Villa,19/20
1562,16-09-2019,Aston Villa,0 - 0,West Ham,19/20
1563,22-09-2019,Arsenal,3 - 2,Aston Villa,19/20
1564,28-09-2019,Aston Villa,2 - 2,Burnley,19/20
1565,05-10-2019,Norwich,1 - 5,Aston Villa,19/20
1566,19-10-2019,Aston Villa,2 - 1,Brighton,19/20
1567,26-10-2019,Man City,3 - 0,Aston Villa,19/20
1568,02-11-2019,Aston Villa,1 - 2,Liverpool,19/20
1569,10-11-2019,Wolves,2 - 1,Aston Villa,19/20
1570,25-11-2019,Aston Villa,2 - 0,Newcastle,19/20
1571,01-12-2019,Man United,2 - 2,Aston Villa,19/20
1572,04-12-2019,Chelsea,2 - 1,Aston Villa,19/20
1573,08-12-2019,Aston Villa,1 - 4,Leicester,19/20
1574,14-12-2019,Sheffield United,2 - 0,Aston Villa,19/20
1575,21-12-2019,Aston Villa,1 - 3,Southampton,19/20
1576,26-12-2019,Aston Villa,1 - 0,Norwich,19/20
1577,28-12-2019,Watford,3 - 0,Aston Villa,19/20
1578,01-01-2020,Burnley,1 - 2,Aston Villa,19/20
1579,12-01-2020,Aston Villa,1 - 6,Man City,19/20
1580,18-01-2020,Brighton,1 - 1,Aston Villa,19/20
1581,21-01-2020,Aston Villa,2 - 1,Watford,19/20
1582,01-02-2020,Bournemouth,2 - 1,Aston Villa,19/20
1583,16-02-2020,Aston Villa,2 - 3,Tottenham,19/20
1584,22-02-2020,Southampton,2 - 0,Aston Villa,19/20
1585,09-03-2020,Leicester,4 - 0,Aston Villa,19/20
1586,17-06-2020,Aston Villa,0 - 0,Sheffield United,19/20
1587,21-06-2020,Aston Villa,1 - 2,Chelsea,19/20
1588,24-06-2020,Newcastle,1 - 1,Aston Villa,19/20
1589,27-06-2020,Aston Villa,0 - 1,Wolves,19/20
1590,05-07-2020,Liverpool,2 - 0,Aston Villa,19/20
1591,09-07-2020,Aston Villa,0 - 3,Man United,19/20
1592,12-07-2020,Aston Villa,2 - 0,Crystal Palace,19/20
1593,16-07-2020,Everton,1 - 1,Aston Villa,19/20
1594,21-07-2020,Aston Villa,1 - 0,Arsenal,19/20
1595,26-07-2020,West Ham,1 - 1,Aston Villa,19/20
1596,10-08-2019,Bournemouth,1 - 1,Sheffield United,19/20
1597,17-08-2019,Aston Villa,1 - 2,Bournemouth,19/20
1598,25-08-2019,Bournemouth,1 - 3,Man City,19/20
1599,31-08-2019,Leicester,3 - 1,Bournemouth,19/20
1600,15-09-2019,Bournemouth,3 - 1,Everton,19/20
1601,20-09-2019,Southampton,1 - 3,Bournemouth,19/20
1602,28-09-2019,Bournemouth,2 - 2,West Ham,19/20
1603,06-10-2019,Arsenal,1 - 0,Bournemouth,19/20
1604,19-10-2019,Bournemouth,0 - 0,Norwich,19/20
1605,26-10-2019,Watford,0 - 0,Bournemouth,19/20
1606,02-11-2019,Bournemouth,1 - 0,Man United,19/20
1607,09-11-2019,Newcastle,2 - 1,Bournemouth,19/20
1608,23-11-2019,Bournemouth,1 - 2,Wolves,19/20
1609,30-11-2019,Tottenham,3 - 2,Bournemouth,19/20
1610,03-12-2019,Crystal Palace,1 - 0,Bournemouth,19/20
1611,07-12-2019,Bournemouth,0 - 3,Liverpool,19/20
1612,14-12-2019,Chelsea,0 - 1,Bournemouth,19/20
1613,21-12-2019,Bournemouth,0 - 1,Burnley,19/20
1614,26-12-2019,Bournemouth,1 - 1,Arsenal,19/20
1615,28-12-2019,Brighton,2 - 0,Bournemouth,19/20
1616,01-01-2020,West Ham,4 - 0,Bournemouth,19/20
1617,12-01-2020,Bournemouth,0 - 3,Watford,19/20
1618,18-01-2020,Norwich,1 - 0,Bournemouth,19/20
1619,21-01-2020,Bournemouth,3 - 1,Brighton,19/20
1620,01-02-2020,Bournemouth,2 - 1,Aston Villa,19/20
1621,09-02-2020,Sheffield United,2 - 1,Bournemouth,19/20
1622,22-02-2020,Burnley,3 - 0,Bournemouth,19/20
1623,29-02-2020,Bournemouth,2 - 2,Chelsea,19/20
1624,07-03-2020,Liverpool,2 - 1,Bournemouth,19/20
1625,20-06-2020,Bournemouth,0 - 2,Crystal Palace,19/20
1626,24-06-2020,Wolves,1 - 0,Bournemouth,19/20
1627,01-07-2020,Bournemouth,1 - 4,Newcastle,19/20
1628,04-07-2020,Man United,5 - 2,Bournemouth,19/20
1629,09-07-2020,Bournemouth,0 - 0,Tottenham,19/20
1630,12-07-2020,Bournemouth,4 - 1,Leicester,19/20
1631,15-07-2020,Man City,2 - 1,Bournemouth,19/20
1632,19-07-2020,Bournemouth,0 - 2,Southampton,19/20
1633,26-07-2020,Everton,1 - 3,Bournemouth,19/20
1634,10-08-2019,Watford,0 - 3,Brighton,19/20
1635,17-08-2019,Brighton,1 - 1,West Ham,19/20
1636,24-08-2019,Brighton,0 - 2,Southampton,19/20
1637,31-08-2019,Man City,4 - 0,Brighton,19/20
1638,14-09-2019,Brighton,1 - 1,Burnley,19/20
1639,21-09-2019,Newcastle,0 - 0,Brighton,19/20
1640,28-09-2019,Chelsea,2 - 0,Brighton,19/20
1641,05-10-2019,Brighton,3 - 0,Tottenham,19/20
1642,19-10-2019,Aston Villa,2 - 1,Brighton,19/20
1643,26-10-2019,Brighton,3 - 2,Everton,19/20
1644,02-11-2019,Brighton,2 - 0,Norwich,19/20
1645,10-11-2019,Man United,3 - 1,Brighton,19/20
1646,23-11-2019,Brighton,0 - 2,Leicester,19/20
1647,30-11-2019,Liverpool,2 - 1,Brighton,19/20
1648,05-12-2019,Arsenal,1 - 2,Brighton,19/20
1649,08-12-2019,Brighton,2 - 2,Wolves,19/20
1650,16-12-2019,Crystal Palace,1 - 1,Brighton,19/20
1651,21-12-2019,Brighton,0 - 1,Sheffield United,19/20
1652,26-12-2019,Tottenham,2 - 1,Brighton,19/20
1653,28-12-2019,Brighton,2 - 0,Bournemouth,19/20
1654,01-01-2020,Brighton,1 - 1,Chelsea,19/20
1655,11-01-2020,Everton,1 - 0,Brighton,19/20
1656,18-01-2020,Brighton,1 - 1,Aston Villa,19/20
1657,21-01-2020,Bournemouth,3 - 1,Brighton,19/20
1658,01-02-2020,West Ham,3 - 3,Brighton,19/20
1659,08-02-2020,Brighton,1 - 1,Watford,19/20
1660,22-02-2020,Sheffield United,1 - 1,Brighton,19/20
1661,29-02-2020,Brighton,0 - 1,Crystal Palace,19/20
1662,07-03-2020,Wolves,0 - 0,Brighton,19/20
1663,20-06-2020,Brighton,2 - 1,Arsenal,19/20
1664,23-06-2020,Leicester,0 - 0,Brighton,19/20
1665,30-06-2020,Brighton,0 - 3,Man United,19/20
1666,04-07-2020,Norwich,0 - 1,Brighton,19/20
1667,08-07-2020,Brighton,1 - 3,Liverpool,19/20
1668,11-07-2020,Brighton,0 - 5,Man City,19/20
1669,16-07-2020,Southampton,1 - 1,Brighton,19/20
1670,20-07-2020,Brighton,0 - 0,Newcastle,19/20
1671,26-07-2020,Burnley,1 - 2,Brighton,19/20
1672,10-08-2019,Burnley,3 - 0,Southampton,19/20
1673,17-08-2019,Arsenal,2 - 1,Burnley,19/20
1674,25-08-2019,Wolves,1 - 1,Burnley,19/20
1675,31-08-2019,Burnley,0 - 3,Liverpool,19/20
1676,14-09-2019,Brighton,1 - 1,Burnley,19/20
1677,21-09-2019,Burnley,2 - 0,Norwich,19/20
1678,28-09-2019,Aston Villa,2 - 2,Burnley,19/20
1679,05-10-2019,Burnley,1 - 0,Everton,19/20
1680,19-10-2019,Leicester,2 - 1,Burnley,19/20
1681,26-10-2019,Burnley,2 - 4,Chelsea,19/20
1682,02-11-2019,Sheffield United,3 - 0,Burnley,19/20
1683,09-11-2019,Burnley,3 - 0,West Ham,19/20
1684,23-11-2019,Watford,0 - 3,Burnley,19/20
1685,30-11-2019,Burnley,0 - 2,Crystal Palace,19/20
1686,03-12-2019,Burnley,1 - 4,Man City,19/20
1687,07-12-2019,Tottenham,5 - 0,Burnley,19/20
1688,14-12-2019,Burnley,1 - 0,Newcastle,19/20
1689,21-12-2019,Bournemouth,0 - 1,Burnley,19/20
1690,26-12-2019,Everton,1 - 0,Burnley,19/20
1691,28-12-2019,Burnley,0 - 2,Man United,19/20
1692,01-01-2020,Burnley,1 - 2,Aston Villa,19/20
1693,11-01-2020,Chelsea,3 - 0,Burnley,19/20
1694,19-01-2020,Burnley,2 - 1,Leicester,19/20
1695,22-01-2020,Man United,0 - 2,Burnley,19/20
1696,02-02-2020,Burnley,0 - 0,Arsenal,19/20
1697,15-02-2020,Southampton,1 - 2,Burnley,19/20
1698,22-02-2020,Burnley,3 - 0,Bournemouth,19/20
1699,29-02-2020,Newcastle,0 - 0,Burnley,19/20
1700,07-03-2020,Burnley,1 - 1,Tottenham,19/20
1701,22-06-2020,Man City,5 - 0,Burnley,19/20
1702,25-06-2020,Burnley,1 - 0,Watford,19/20
1703,29-06-2020,Crystal Palace,0 - 1,Burnley,19/20
1704,05-07-2020,Burnley,1 - 1,Sheffield United,19/20
1705,08-07-2020,West Ham,0 - 1,Burnley,19/20
1706,11-07-2020,Liverpool,1 - 1,Burnley,19/20
1707,15-07-2020,Burnley,1 - 1,Wolves,19/20
1708,18-07-2020,Norwich,0 - 2,Burnley,19/20
1709,26-07-2020,Burnley,1 - 2,Brighton,19/20
1710,11-08-2019,Man United,4 - 0,Chelsea,19/20
1711,18-08-2019,Chelsea,1 - 1,Leicester,19/20
1712,24-08-2019,Norwich,2 - 3,Chelsea,19/20
1713,31-08-2019,Chelsea,2 - 2,Sheffield United,19/20
1714,14-09-2019,Wolves,2 - 5,Chelsea,19/20
1715,22-09-2019,Chelsea,1 - 2,Liverpool,19/20
1716,28-09-2019,Chelsea,2 - 0,Brighton,19/20
1717,06-10-2019,Southampton,1 - 4,Chelsea,19/20
1718,19-10-2019,Chelsea,1 - 0,Newcastle,19/20
1719,26-10-2019,Burnley,2 - 4,Chelsea,19/20
1720,02-11-2019,Watford,1 - 2,Chelsea,19/20
1721,09-11-2019,Chelsea,2 - 0,Crystal Palace,19/20
1722,23-11-2019,Man City,2 - 1,Chelsea,19/20
1723,30-11-2019,Chelsea,0 - 1,West Ham,19/20
1724,04-12-2019,Chelsea,2 - 1,Aston Villa,19/20
1725,07-12-2019,Everton,3 - 1,Chelsea,19/20
1726,14-12-2019,Chelsea,0 - 1,Bournemouth,19/20
1727,22-12-2019,Tottenham,0 - 2,Chelsea,19/20
1728,26-12-2019,Chelsea,0 - 2,Southampton,19/20
1729,29-12-2019,Arsenal,1 - 2,Chelsea,19/20
1730,01-01-2020,Brighton,1 - 1,Chelsea,19/20
1731,11-01-2020,Chelsea,3 - 0,Burnley,19/20
1732,18-01-2020,Newcastle,1 - 0,Chelsea,19/20
1733,21-01-2020,Chelsea,2 - 2,Arsenal,19/20
1734,01-02-2020,Leicester,2 - 2,Chelsea,19/20
1735,17-02-2020,Chelsea,0 - 2,Man United,19/20
1736,22-02-2020,Chelsea,2 - 1,Tottenham,19/20
1737,29-02-2020,Bournemouth,2 - 2,Chelsea,19/20
1738,08-03-2020,Chelsea,4 - 0,Everton,19/20
1739,21-06-2020,Aston Villa,1 - 2,Chelsea,19/20
1740,25-06-2020,Chelsea,2 - 1,Man City,19/20
1741,01-07-2020,West Ham,3 - 2,Chelsea,19/20
1742,04-07-2020,Chelsea,3 - 0,Watford,19/20
1743,07-07-2020,Crystal Palace,2 - 3,Chelsea,19/20
1744,11-07-2020,Sheffield United,3 - 0,Chelsea,19/20
1745,14-07-2020,Chelsea,1 - 0,Norwich,19/20
1746,22-07-2020,Liverpool,5 - 3,Chelsea,19/20
1747,26-07-2020,Chelsea,2 - 0,Wolves,19/20
1748,10-08-2019,Crystal Palace,0 - 0,Everton,19/20
1749,18-08-2019,Sheffield United,1 - 0,Crystal Palace,19/20
1750,24-08-2019,Man United,1 - 2,Crystal Palace,19/20
1751,31-08-2019,Crystal Palace,1 - 0,Aston Villa,19/20
1752,14-09-2019,Tottenham,4 - 0,Crystal Palace,19/20
1753,22-09-2019,Crystal Palace,1 - 1,Wolves,19/20
1754,28-09-2019,Crystal Palace,2 - 0,Norwich,19/20
1755,05-10-2019,West Ham,1 - 2,Crystal Palace,19/20
1756,19-10-2019,Crystal Palace,0 - 2,Man City,19/20
1757,27-10-2019,Arsenal,2 - 2,Crystal Palace,19/20
1758,03-11-2019,Crystal Palace,0 - 2,Leicester,19/20
1759,09-11-2019,Chelsea,2 - 0,Crystal Palace,19/20
1760,23-11-2019,Crystal Palace,1 - 2,Liverpool,19/20
1761,30-11-2019,Burnley,0 - 2,Crystal Palace,19/20
1762,03-12-2019,Crystal Palace,1 - 0,Bournemouth,19/20
1763,07-12-2019,Watford,0 - 0,Crystal Palace,19/20
1764,16-12-2019,Crystal Palace,1 - 1,Brighton,19/20
1765,21-12-2019,Newcastle,1 - 0,Crystal Palace,19/20
1766,26-12-2019,Crystal Palace,2 - 1,West Ham,19/20
1767,28-12-2019,Southampton,1 - 1,Crystal Palace,19/20
1768,01-01-2020,Norwich,1 - 1,Crystal Palace,19/20
1769,11-01-2020,Crystal Palace,1 - 1,Arsenal,19/20
1770,18-01-2020,Man City,2 - 2,Crystal Palace,19/20
1771,21-01-2020,Crystal Palace,0 - 2,Southampton,19/20
1772,01-02-2020,Crystal Palace,0 - 1,Sheffield United,19/20
1773,08-02-2020,Everton,3 - 1,Crystal Palace,19/20
1774,22-02-2020,Crystal Palace,1 - 0,Newcastle,19/20
1775,29-02-2020,Brighton,0 - 1,Crystal Palace,19/20
1776,07-03-2020,Crystal Palace,1 - 0,Watford,19/20
1777,20-06-2020,Bournemouth,0 - 2,Crystal Palace,19/20
1778,24-06-2020,Liverpool,4 - 0,Crystal Palace,19/20
1779,29-06-2020,Crystal Palace,0 - 1,Burnley,19/20
1780,04-07-2020,Leicester,3 - 0,Crystal Palace,19/20
1781,07-07-2020,Crystal Palace,2 - 3,Chelsea,19/20
1782,12-07-2020,Aston Villa,2 - 0,Crystal Palace,19/20
1783,16-07-2020,Crystal Palace,0 - 2,Man United,19/20
1784,20-07-2020,Wolves,2 - 0,Crystal Palace,19/20
1785,26-07-2020,Crystal Palace,1 - 1,Tottenham,19/20
1786,10-08-2019,Crystal Palace,0 - 0,Everton,19/20
1787,17-08-2019,Everton,1 - 0,Watford,19/20
1788,23-08-2019,Aston Villa,2 - 0,Everton,19/20
1789,01-09-2019,Everton,3 - 2,Wolves,19/20
1790,15-09-2019,Bournemouth,3 - 1,Everton,19/20
1791,21-09-2019,Everton,0 - 2,Sheffield United,19/20
1792,28-09-2019,Everton,1 - 3,Man City,19/20
1793,05-10-2019,Burnley,1 - 0,Everton,19/20
1794,19-10-2019,Everton,2 - 0,West Ham,19/20
1795,26-10-2019,Brighton,3 - 2,Everton,19/20
1796,03-11-2019,Everton,1 - 1,Tottenham,19/20
1797,09-11-2019,Southampton,1 - 2,Everton,19/20
1798,23-11-2019,Everton,0 - 2,Norwich,19/20
1799,01-12-2019,Leicester,2 - 1,Everton,19/20
1800,04-12-2019,Liverpool,5 - 2,Everton,19/20
1801,07-12-2019,Everton,3 - 1,Chelsea,19/20
1802,15-12-2019,Man United,1 - 1,Everton,19/20
1803,21-12-2019,Everton,0 - 0,Arsenal,19/20
1804,26-12-2019,Everton,1 - 0,Burnley,19/20
1805,28-12-2019,Newcastle,1 - 2,Everton,19/20
1806,01-01-2020,Man City,2 - 1,Everton,19/20
1807,11-01-2020,Everton,1 - 0,Brighton,19/20
1808,18-01-2020,West Ham,1 - 1,Everton,19/20
1809,21-01-2020,Everton,2 - 2,Newcastle,19/20
1810,01-02-2020,Watford,2 - 3,Everton,19/20
1811,08-02-2020,Everton,3 - 1,Crystal Palace,19/20
1812,23-02-2020,Arsenal,3 - 2,Everton,19/20
1813,01-03-2020,Everton,1 - 1,Man United,19/20
1814,08-03-2020,Chelsea,4 - 0,Everton,19/20
1815,21-06-2020,Everton,0 - 0,Liverpool,19/20
1816,24-06-2020,Norwich,0 - 1,Everton,19/20
1817,01-07-2020,Everton,2 - 1,Leicester,19/20
1818,06-07-2020,Tottenham,1 - 0,Everton,19/20
1819,09-07-2020,Everton,1 - 1,Southampton,19/20
1820,12-07-2020,Wolves,3 - 0,Everton,19/20
1821,16-07-2020,Everton,1 - 1,Aston Villa,19/20
1822,20-07-2020,Sheffield United,0 - 1,Everton,19/20
1823,26-07-2020,Everton,1 - 3,Bournemouth,19/20
1824,11-08-2019,Leicester,0 - 0,Wolves,19/20
1825,18-08-2019,Chelsea,1 - 1,Leicester,19/20
1826,24-08-2019,Sheffield United,1 - 2,Leicester,19/20
1827,31-08-2019,Leicester,3 - 1,Bournemouth,19/20
1828,14-09-2019,Man United,1 - 0,Leicester,19/20
1829,21-09-2019,Leicester,2 - 1,Tottenham,19/20
1830,29-09-2019,Leicester,5 - 0,Newcastle,19/20
1831,05-10-2019,Liverpool,2 - 1,Leicester,19/20
1832,19-10-2019,Leicester,2 - 1,Burnley,19/20
1833,25-10-2019,Southampton,0 - 9,Leicester,19/20
1834,03-11-2019,Crystal Palace,0 - 2,Leicester,19/20
1835,09-11-2019,Leicester,2 - 0,Arsenal,19/20
