,date,home_team,score,away_team,season
1823,19-07-2020,Espanol,0 - 0,Celta,19/20
1824,18-08-2019,Ath Madrid,1 - 0,Getafe,19/20
1825,24-08-2019,Getafe,1 - 1,Ath Bilbao,19/20
1826,31-08-2019,Getafe,1 - 1,Alaves,19/20
1827,15-09-2019,Betis,1 - 1,Getafe,19/20
1828,22-09-2019,Getafe,4 - 2,Mallorca,19/20
1829,25-09-2019,Valencia,3 - 3,Getafe,19/20
1830,28-09-2019,Getafe,0 - 2,Barcelona,19/20
1831,06-10-2019,Sociedad,1 - 2,Getafe,19/20
1832,19-10-2019,Getafe,2 - 0,Leganes,19/20
1833,27-10-2019,Sevilla,2 - 0,Getafe,19/20
1834,31-10-2019,Getafe,3 - 1,Granada,19/20
1835,03-11-2019,Celta,0 - 1,Getafe,19/20
1836,10-11-2019,Getafe,0 - 0,Osasuna,19/20
1837,24-11-2019,Espanol,1 - 1,Getafe,19/20
1838,01-12-2019,Getafe,4 - 0,Levante,19/20
1839,08-12-2019,Eibar,0 - 1,Getafe,19/20
1840,15-12-2019,Getafe,2 - 0,Valladolid,19/20
1841,21-12-2019,Villarreal,1 - 0,Getafe,19/20
1842,04-01-2020,Getafe,0 - 3,Real Madrid,19/20
1843,17-01-2020,Leganes,0 - 3,Getafe,19/20
1844,26-01-2020,Getafe,1 - 0,Betis,19/20
1845,02-02-2020,Ath Bilbao,0 - 2,Getafe,19/20
1846,08-02-2020,Getafe,3 - 0,Valencia,19/20
1847,15-02-2020,Barcelona,2 - 1,Getafe,19/20
1848,23-02-2020,Getafe,0 - 3,Sevilla,19/20
1849,01-03-2020,Mallorca,0 - 1,Getafe,19/20
1850,07-03-2020,Getafe,0 - 0,Celta,19/20
1851,12-06-2020,Granada,2 - 1,Getafe,19/20
1852,16-06-2020,Getafe,0 - 0,Espanol,19/20
1853,20-06-2020,Getafe,1 - 1,Eibar,19/20
1854,23-06-2020,Valladolid,1 - 1,Getafe,19/20
1855,29-06-2020,Getafe,2 - 1,Sociedad,19/20
1856,02-07-2020,Real Madrid,1 - 0,Getafe,19/20
1857,05-07-2020,Osasuna,0 - 0,Getafe,19/20
1858,08-07-2020,Getafe,1 - 3,Villarreal,19/20
1859,13-07-2020,Alaves,0 - 0,Getafe,19/20
1860,16-07-2020,Getafe,0 - 2,Ath Madrid,19/20
1861,19-07-2020,Levante,1 - 0,Getafe,19/20
1862,17-08-2019,Villarreal,4 - 4,Granada,19/20
1863,23-08-2019,Granada,0 - 1,Sevilla,19/20
1864,01-09-2019,Espanol,0 - 3,Granada,19/20
1865,15-09-2019,Celta,0 - 2,Granada,19/20
1866,21-09-2019,Granada,2 - 0,Barcelona,19/20
1867,24-09-2019,Valladolid,1 - 1,Granada,19/20
1868,28-09-2019,Granada,1 - 0,Leganes,19/20
1869,05-10-2019,Real Madrid,4 - 2,Granada,19/20
1870,18-10-2019,Granada,1 - 0,Osasuna,19/20
1871,27-10-2019,Granada,1 - 0,Betis,19/20
1872,31-10-2019,Getafe,3 - 1,Granada,19/20
1873,03-11-2019,Granada,1 - 2,Sociedad,19/20
1874,09-11-2019,Valencia,2 - 0,Granada,19/20
1875,23-11-2019,Granada,1 - 1,Ath Madrid,19/20
1876,01-12-2019,Ath Bilbao,2 - 0,Granada,19/20
1877,07-12-2019,Granada,3 - 0,Alaves,19/20
1878,14-12-2019,Granada,1 - 2,Levante,19/20
1879,20-12-2019,Eibar,3 - 0,Granada,19/20
1880,05-01-2020,Granada,1 - 0,Mallorca,19/20
1881,19-01-2020,Barcelona,1 - 0,Granada,19/20
1882,25-01-2020,Sevilla,2 - 0,Granada,19/20
1883,01-02-2020,Granada,2 - 1,Espanol,19/20
1884,08-02-2020,Ath Madrid,1 - 0,Granada,19/20
1885,15-02-2020,Granada,2 - 1,Valladolid,19/20
1886,23-02-2020,Osasuna,0 - 3,Granada,19/20
1887,29-02-2020,Granada,0 - 0,Celta,19/20
1888,08-03-2020,Levante,1 - 1,Granada,19/20
1889,12-06-2020,Granada,2 - 1,Getafe,19/20
1890,15-06-2020,Betis,2 - 2,Granada,19/20
1891,19-06-2020,Granada,0 - 1,Villarreal,19/20
1892,22-06-2020,Leganes,0 - 0,Granada,19/20
1893,28-06-2020,Granada,1 - 2,Eibar,19/20
1894,01-07-2020,Alaves,0 - 2,Granada,19/20
1895,04-07-2020,Granada,2 - 2,Valencia,19/20
1896,10-07-2020,Sociedad,2 - 3,Granada,19/20
1897,13-07-2020,Granada,1 - 2,Real Madrid,19/20
1898,16-07-2020,Mallorca,1 - 2,Granada,19/20
1899,19-07-2020,Granada,4 - 0,Ath Bilbao,19/20
1900,17-08-2019,Leganes,0 - 1,Osasuna,19/20
1901,25-08-2019,Leganes,0 - 1,Ath Madrid,19/20
1902,31-08-2019,Betis,2 - 1,Leganes,19/20
1903,14-09-2019,Leganes,0 - 3,Villarreal,19/20
1904,22-09-2019,Valencia,1 - 1,Leganes,19/20
1905,25-09-2019,Leganes,1 - 1,Ath Bilbao,19/20
1906,28-09-2019,Granada,1 - 0,Leganes,19/20
1907,05-10-2019,Leganes,1 - 2,Levante,19/20
1908,19-10-2019,Getafe,2 - 0,Leganes,19/20
1909,26-10-2019,Leganes,1 - 0,Mallorca,19/20
1910,30-10-2019,Real Madrid,5 - 0,Leganes,19/20
1911,03-11-2019,Leganes,1 - 2,Eibar,19/20
1912,08-11-2019,Sociedad,1 - 1,Leganes,19/20
1913,23-11-2019,Leganes,1 - 2,Barcelona,19/20
1914,01-12-2019,Sevilla,1 - 0,Leganes,19/20
1915,08-12-2019,Leganes,3 - 2,Celta,19/20
1916,13-12-2019,Alaves,1 - 1,Leganes,19/20
1917,22-12-2019,Leganes,2 - 0,Espanol,19/20
1918,03-01-2020,Valladolid,2 - 2,Leganes,19/20
1919,17-01-2020,Leganes,0 - 3,Getafe,19/20
1920,26-01-2020,Ath Madrid,0 - 0,Leganes,19/20
1921,02-02-2020,Leganes,2 - 1,Sociedad,19/20
1922,08-02-2020,Levante,2 - 0,Leganes,19/20
1923,16-02-2020,Leganes,0 - 0,Betis,19/20
1924,22-02-2020,Celta,1 - 0,Leganes,19/20
1925,29-02-2020,Leganes,1 - 1,Alaves,19/20
1926,08-03-2020,Villarreal,1 - 2,Leganes,19/20
1927,13-06-2020,Leganes,1 - 2,Valladolid,19/20
1928,16-06-2020,Barcelona,2 - 0,Leganes,19/20
1929,19-06-2020,Mallorca,1 - 1,Leganes,19/20
1930,22-06-2020,Leganes,0 - 0,Granada,19/20
1931,27-06-2020,Osasuna,2 - 1,Leganes,19/20
1932,30-06-2020,Leganes,0 - 3,Sevilla,19/20
1933,05-07-2020,Espanol,0 - 1,Leganes,19/20
1934,09-07-2020,Eibar,0 - 0,Leganes,19/20
1935,12-07-2020,Leganes,1 - 0,Valencia,19/20
1936,16-07-2020,Ath Bilbao,0 - 2,Leganes,19/20
1937,19-07-2020,Leganes,2 - 2,Real Madrid,19/20
1938,18-08-2019,Alaves,1 - 0,Levante,19/20
1939,23-08-2019,Levante,2 - 1,Villarreal,19/20
1940,31-08-2019,Levante,2 - 0,Valladolid,19/20
1941,14-09-2019,Real Madrid,3 - 2,Levante,19/20
1942,21-09-2019,Levante,0 - 0,Eibar,19/20
1943,24-09-2019,Betis,3 - 1,Levante,19/20
1944,29-09-2019,Levante,1 - 1,Osasuna,19/20
1945,05-10-2019,Leganes,1 - 2,Levante,19/20
1946,20-10-2019,Sevilla,1 - 0,Levante,19/20
1947,27-10-2019,Levante,0 - 1,Espanol,19/20
1948,30-10-2019,Sociedad,1 - 2,Levante,19/20
1949,02-11-2019,Levante,3 - 1,Barcelona,19/20
1950,10-11-2019,Ath Bilbao,2 - 1,Levante,19/20
1951,22-11-2019,Levante,2 - 1,Mallorca,19/20
1952,01-12-2019,Getafe,4 - 0,Levante,19/20
1953,07-12-2019,Levante,2 - 4,Valencia,19/20
1954,14-12-2019,Granada,1 - 2,Levante,19/20
1955,22-12-2019,Levante,3 - 1,Celta,19/20
1956,04-01-2020,Ath Madrid,2 - 1,Levante,19/20
1957,18-01-2020,Levante,0 - 1,Alaves,19/20
1958,24-01-2020,Osasuna,2 - 0,Levante,19/20
1959,02-02-2020,Barcelona,2 - 1,Levante,19/20
1960,08-02-2020,Levante,2 - 0,Leganes,19/20
1961,15-02-2020,Villarreal,2 - 1,Levante,19/20
1962,22-02-2020,Levante,1 - 0,Real Madrid,19/20
1963,29-02-2020,Eibar,3 - 0,Levante,19/20
1964,08-03-2020,Levante,1 - 1,Granada,19/20
1965,12-06-2020,Valencia,1 - 1,Levante,19/20
1966,15-06-2020,Levante,1 - 1,Sevilla,19/20
1967,20-06-2020,Espanol,1 - 3,Levante,19/20
1968,23-06-2020,Levante,0 - 1,Ath Madrid,19/20
1969,28-06-2020,Levante,4 - 2,Betis,19/20
1970,01-07-2020,Valladolid,0 - 0,Levante,19/20
1971,06-07-2020,Levante,1 - 1,Sociedad,19/20
1972,09-07-2020,Mallorca,2 - 0,Levante,19/20
1973,12-07-2020,Levante,1 - 2,Ath Bilbao,19/20
1974,16-07-2020,Celta,2 - 3,Levante,19/20
1975,19-07-2020,Levante,1 - 0,Getafe,19/20
1976,17-08-2019,Mallorca,2 - 1,Eibar,19/20
1977,25-08-2019,Mallorca,0 - 1,Sociedad,19/20
1978,01-09-2019,Valencia,2 - 0,Mallorca,19/20
1979,13-09-2019,Mallorca,0 - 0,Ath Bilbao,19/20
1980,22-09-2019,Getafe,4 - 2,Mallorca,19/20
1981,25-09-2019,Mallorca,0 - 2,Ath Madrid,19/20
1982,29-09-2019,Alaves,2 - 0,Mallorca,19/20
1983,06-10-2019,Mallorca,2 - 0,Espanol,19/20
1984,19-10-2019,Mallorca,1 - 0,Real Madrid,19/20
1985,26-10-2019,Leganes,1 - 0,Mallorca,19/20
1986,31-10-2019,Mallorca,2 - 2,Osasuna,19/20
1987,03-11-2019,Valladolid,3 - 0,Mallorca,19/20
1988,10-11-2019,Mallorca,3 - 1,Villarreal,19/20
1989,22-11-2019,Levante,2 - 1,Mallorca,19/20
1990,30-11-2019,Mallorca,1 - 2,Betis,19/20
1991,07-12-2019,Barcelona,5 - 2,Mallorca,19/20
1992,15-12-2019,Celta,2 - 2,Mallorca,19/20
1993,21-12-2019,Mallorca,0 - 2,Sevilla,19/20
1994,05-01-2020,Granada,1 - 0,Mallorca,19/20
1995,19-01-2020,Mallorca,4 - 1,Valencia,19/20
1996,26-01-2020,Sociedad,3 - 0,Mallorca,19/20
1997,01-02-2020,Mallorca,0 - 1,Valladolid,19/20
1998,09-02-2020,Espanol,1 - 0,Mallorca,19/20
1999,15-02-2020,Mallorca,1 - 0,Alaves,19/20
2000,21-02-2020,Betis,3 - 3,Mallorca,19/20
2001,01-03-2020,Mallorca,0 - 1,Getafe,19/20
2002,07-03-2020,Eibar,1 - 2,Mallorca,19/20
2003,13-06-2020,Mallorca,0 - 4,Barcelona,19/20
2004,16-06-2020,Villarreal,1 - 0,Mallorca,19/20
2005,19-06-2020,Mallorca,1 - 1,Leganes,19/20
2006,24-06-2020,Real Madrid,2 - 0,Mallorca,19/20
2007,27-06-2020,Ath Bilbao,3 - 1,Mallorca,19/20
2008,30-06-2020,Mallorca,5 - 1,Celta,19/20
2009,03-07-2020,Ath Madrid,3 - 0,Mallorca,19/20
2010,09-07-2020,Mallorca,2 - 0,Levante,19/20
2011,12-07-2020,Sevilla,2 - 0,Mallorca,19/20
2012,16-07-2020,Mallorca,1 - 2,Granada,19/20
2013,19-07-2020,Osasuna,2 - 2,Mallorca,19/20
2014,17-08-2019,Leganes,0 - 1,Osasuna,19/20
2015,24-08-2019,Osasuna,0 - 0,Eibar,19/20
2016,31-08-2019,Osasuna,2 - 2,Barcelona,19/20
2017,15-09-2019,Valladolid,1 - 1,Osasuna,19/20
2018,20-09-2019,Osasuna,0 - 0,Betis,19/20
2019,25-09-2019,Real Madrid,2 - 0,Osasuna,19/20
2020,29-09-2019,Levante,1 - 1,Osasuna,19/20
2021,05-10-2019,Osasuna,2 - 1,Villarreal,19/20
2022,18-10-2019,Granada,1 - 0,Osasuna,19/20
2023,27-10-2019,Osasuna,3 - 1,Valencia,19/20
2024,31-10-2019,Mallorca,2 - 2,Osasuna,19/20
2025,03-11-2019,Osasuna,4 - 2,Alaves,19/20
2026,10-11-2019,Getafe,0 - 0,Osasuna,19/20
2027,24-11-2019,Osasuna,1 - 2,Ath Bilbao,19/20
2028,01-12-2019,Espanol,2 - 4,Osasuna,19/20
2029,08-12-2019,Osasuna,1 - 1,Sevilla,19/20
2030,14-12-2019,Ath Madrid,2 - 0,Osasuna,19/20
2031,22-12-2019,Osasuna,3 - 4,Sociedad,19/20
2032,05-01-2020,Celta,1 - 1,Osasuna,19/20
2033,18-01-2020,Osasuna,0 - 0,Valladolid,19/20
2034,24-01-2020,Osasuna,2 - 0,Levante,19/20
2035,02-02-2020,Villarreal,3 - 1,Osasuna,19/20
2036,09-02-2020,Osasuna,1 - 4,Real Madrid,19/20
2037,16-02-2020,Ath Bilbao,0 - 1,Osasuna,19/20
2038,23-02-2020,Osasuna,0 - 3,Granada,19/20
2039,01-03-2020,Sevilla,3 - 2,Osasuna,19/20
2040,08-03-2020,Osasuna,1 - 0,Espanol,19/20
2041,14-06-2020,Sociedad,1 - 1,Osasuna,19/20
2042,17-06-2020,Osasuna,0 - 5,Ath Madrid,19/20
2043,21-06-2020,Valencia,2 - 0,Osasuna,19/20
2044,24-06-2020,Alaves,0 - 1,Osasuna,19/20
2045,27-06-2020,Osasuna,2 - 1,Leganes,19/20
2046,02-07-2020,Eibar,0 - 2,Osasuna,19/20
2047,05-07-2020,Osasuna,0 - 0,Getafe,19/20
2048,08-07-2020,Betis,3 - 0,Osasuna,19/20
2049,11-07-2020,Osasuna,2 - 1,Celta,19/20
2050,16-07-2020,Barcelona,1 - 2,Osasuna,19/20
2051,19-07-2020,Osasuna,2 - 2,Mallorca,19/20
2052,17-08-2019,Celta,1 - 3,Real Madrid,19/20
2053,24-08-2019,Real Madrid,1 - 1,Valladolid,19/20
2054,01-09-2019,Villarreal,2 - 2,Real Madrid,19/20
2055,14-09-2019,Real Madrid,3 - 2,Levante,19/20
2056,22-09-2019,Sevilla,0 - 1,Real Madrid,19/20
2057,25-09-2019,Real Madrid,2 - 0,Osasuna,19/20
2058,28-09-2019,Ath Madrid,0 - 0,Real Madrid,19/20
2059,05-10-2019,Real Madrid,4 - 2,Granada,19/20
2060,19-10-2019,Mallorca,1 - 0,Real Madrid,19/20
2061,30-10-2019,Real Madrid,5 - 0,Leganes,19/20
2062,02-11-2019,Real Madrid,0 - 0,Betis,19/20
2063,09-11-2019,Eibar,0 - 4,Real Madrid,19/20
2064,23-11-2019,Real Madrid,3 - 1,Sociedad,19/20
2065,30-11-2019,Alaves,1 - 2,Real Madrid,19/20
2066,07-12-2019,Real Madrid,2 - 0,Espanol,19/20
2067,15-12-2019,Valencia,1 - 1,Real Madrid,19/20
2068,18-12-2019,Barcelona,0 - 0,Real Madrid,19/20
2069,22-12-2019,Real Madrid,0 - 0,Ath Bilbao,19/20
2070,04-01-2020,Getafe,0 - 3,Real Madrid,19/20
2071,18-01-2020,Real Madrid,2 - 1,Sevilla,19/20
2072,26-01-2020,Valladolid,0 - 1,Real Madrid,19/20
2073,01-02-2020,Real Madrid,1 - 0,Ath Madrid,19/20
2074,09-02-2020,Osasuna,1 - 4,Real Madrid,19/20
2075,16-02-2020,Real Madrid,2 - 2,Celta,19/20
2076,22-02-2020,Levante,1 - 0,Real Madrid,19/20
2077,01-03-2020,Real Madrid,2 - 0,Barcelona,19/20
2078,08-03-2020,Betis,2 - 1,Real Madrid,19/20
2079,14-06-2020,Real Madrid,3 - 1,Eibar,19/20
2080,18-06-2020,Real Madrid,3 - 0,Valencia,19/20
2081,21-06-2020,Sociedad,1 - 2,Real Madrid,19/20
2082,24-06-2020,Real Madrid,2 - 0,Mallorca,19/20
2083,28-06-2020,Espanol,0 - 1,Real Madrid,19/20
2084,02-07-2020,Real Madrid,1 - 0,Getafe,19/20
2085,05-07-2020,Ath Bilbao,0 - 1,Real Madrid,19/20
2086,10-07-2020,Real Madrid,2 - 0,Alaves,19/20
2087,13-07-2020,Granada,1 - 2,Real Madrid,19/20
2088,16-07-2020,Real Madrid,2 - 1,Villarreal,19/20
2089,19-07-2020,Leganes,2 - 2,Real Madrid,19/20
2090,18-08-2019,Espanol,0 - 2,Sevilla,19/20
2091,23-08-2019,Granada,0 - 1,Sevilla,19/20
2092,30-08-2019,Sevilla,1 - 1,Celta,19/20
2093,15-09-2019,Alaves,0 - 1,Sevilla,19/20
2094,22-09-2019,Sevilla,0 - 1,Real Madrid,19/20
2095,26-09-2019,Eibar,3 - 2,Sevilla,19/20
2096,29-09-2019,Sevilla,3 - 2,Sociedad,19/20
2097,06-10-2019,Barcelona,4 - 0,Sevilla,19/20
2098,20-10-2019,Sevilla,1 - 0,Levante,19/20
2099,27-10-2019,Sevilla,2 - 0,Getafe,19/20
2100,30-10-2019,Valencia,1 - 1,Sevilla,19/20
2101,02-11-2019,Sevilla,1 - 1,Ath Madrid,19/20
2102,10-11-2019,Betis,1 - 2,Sevilla,19/20
2103,24-11-2019,Valladolid,0 - 1,Sevilla,19/20
2104,01-12-2019,Sevilla,1 - 0,Leganes,19/20
2105,08-12-2019,Osasuna,1 - 1,Sevilla,19/20
2106,15-12-2019,Sevilla,1 - 2,Villarreal,19/20
2107,21-12-2019,Mallorca,0 - 2,Sevilla,19/20
2108,03-01-2020,Sevilla,1 - 1,Ath Bilbao,19/20
2109,18-01-2020,Real Madrid,2 - 1,Sevilla,19/20
2110,25-01-2020,Sevilla,2 - 0,Granada,19/20
2111,02-02-2020,Sevilla,1 - 1,Alaves,19/20
2112,09-02-2020,Celta,2 - 1,Sevilla,19/20
2113,16-02-2020,Sevilla,2 - 2,Espanol,19/20
2114,23-02-2020,Getafe,0 - 3,Sevilla,19/20
2115,01-03-2020,Sevilla,3 - 2,Osasuna,19/20
2116,07-03-2020,Ath Madrid,2 - 2,Sevilla,19/20
2117,11-06-2020,Sevilla,2 - 0,Betis,19/20
2118,15-06-2020,Levante,1 - 1,Sevilla,19/20
2119,19-06-2020,Sevilla,0 - 0,Barcelona,19/20
2120,22-06-2020,Villarreal,2 - 2,Sevilla,19/20
2121,26-06-2020,Sevilla,1 - 1,Valladolid,19/20
2122,30-06-2020,Leganes,0 - 3,Sevilla,19/20
2123,06-07-2020,Sevilla,1 - 0,Eibar,19/20
2124,09-07-2020,Ath Bilbao,1 - 2,Sevilla,19/20
2125,12-07-2020,Sevilla,2 - 0,Mallorca,19/20
2126,16-07-2020,Sociedad,0 - 0,Sevilla,19/20
2127,19-07-2020,Sevilla,1 - 0,Valencia,19/20
2128,17-08-2019,Valencia,1 - 1,Sociedad,19/20
2129,25-08-2019,Mallorca,0 - 1,Sociedad,19/20
2130,30-08-2019,Ath Bilbao,2 - 0,Sociedad,19/20
2131,14-09-2019,Sociedad,2 - 0,Ath Madrid,19/20
2132,22-09-2019,Espanol,1 - 3,Sociedad,19/20
2133,26-09-2019,Sociedad,3 - 0,Alaves,19/20
2134,29-09-2019,Sevilla,3 - 2,Sociedad,19/20
2135,06-10-2019,Sociedad,1 - 2,Getafe,19/20
2136,20-10-2019,Sociedad,3 - 1,Betis,19/20
2137,27-10-2019,Celta,0 - 1,Sociedad,19/20
2138,30-10-2019,Sociedad,1 - 2,Levante,19/20
2139,03-11-2019,Granada,1 - 2,Sociedad,19/20
2140,08-11-2019,Sociedad,1 - 1,Leganes,19/20
2141,23-11-2019,Real Madrid,3 - 1,Sociedad,19/20
2142,30-11-2019,Sociedad,4 - 1,Eibar,19/20
2143,08-12-2019,Valladolid,0 - 0,Sociedad,19/20
2144,14-12-2019,Sociedad,2 - 2,Barcelona,19/20
2145,22-12-2019,Osasuna,3 - 4,Sociedad,19/20
2146,05-01-2020,Sociedad,1 - 2,Villarreal,19/20
2147,19-01-2020,Betis,3 - 0,Sociedad,19/20
2148,26-01-2020,Sociedad,3 - 0,Mallorca,19/20
2149,02-02-2020,Leganes,2 - 1,Sociedad,19/20
2150,09-02-2020,Sociedad,2 - 1,Ath Bilbao,19/20
2151,22-02-2020,Sociedad,3 - 0,Valencia,19/20
2152,28-02-2020,Sociedad,1 - 0,Valladolid,19/20
2153,07-03-2020,Barcelona,1 - 0,Sociedad,19/20
2154,10-03-2020,Eibar,1 - 2,Sociedad,19/20
2155,14-06-2020,Sociedad,1 - 1,Osasuna,19/20
2156,18-06-2020,Alaves,2 - 0,Sociedad,19/20
2157,21-06-2020,Sociedad,1 - 2,Real Madrid,19/20
2158,24-06-2020,Sociedad,0 - 1,Celta,19/20
2159,29-06-2020,Getafe,2 - 1,Sociedad,19/20
2160,02-07-2020,Sociedad,2 - 1,Espanol,19/20
2161,06-07-2020,Levante,1 - 1,Sociedad,19/20
2162,10-07-2020,Sociedad,2 - 3,Granada,19/20
2163,13-07-2020,Villarreal,1 - 2,Sociedad,19/20
2164,16-07-2020,Sociedad,0 - 0,Sevilla,19/20
2165,19-07-2020,Ath Madrid,1 - 1,Sociedad,19/20
2166,17-08-2019,Valencia,1 - 1,Sociedad,19/20
2167,24-08-2019,Celta,1 - 0,Valencia,19/20
2168,01-09-2019,Valencia,2 - 0,Mallorca,19/20
2169,14-09-2019,Barcelona,5 - 2,Valencia,19/20
2170,22-09-2019,Valencia,1 - 1,Leganes,19/20
2171,25-09-2019,Valencia,3 - 3,Getafe,19/20
2172,28-09-2019,Ath Bilbao,0 - 1,Valencia,19/20
2173,05-10-2019,Valencia,2 - 1,Alaves,19/20
2174,19-10-2019,Ath Madrid,1 - 1,Valencia,19/20
2175,27-10-2019,Osasuna,3 - 1,Valencia,19/20
2176,30-10-2019,Valencia,1 - 1,Sevilla,19/20
2177,02-11-2019,Espanol,1 - 2,Valencia,19/20
2178,09-11-2019,Valencia,2 - 0,Granada,19/20
2179,23-11-2019,Betis,2 - 1,Valencia,19/20
2180,30-11-2019,Valencia,2 - 1,Villarreal,19/20
2181,07-12-2019,Levante,2 - 4,Valencia,19/20
2182,15-12-2019,Valencia,1 - 1,Real Madrid,19/20
2183,21-12-2019,Valladolid,1 - 1,Valencia,19/20
2184,04-01-2020,Valencia,1 - 0,Eibar,19/20
2185,19-01-2020,Mallorca,4 - 1,Valencia,19/20
2186,25-01-2020,Valencia,2 - 0,Barcelona,19/20
2187,01-02-2020,Valencia,1 - 0,Celta,19/20
2188,08-02-2020,Getafe,3 - 0,Valencia,19/20
2189,14-02-2020,Valencia,2 - 2,Ath Madrid,19/20
2190,22-02-2020,Sociedad,3 - 0,Valencia,19/20
2191,29-02-2020,Valencia,2 - 1,Betis,19/20
2192,06-03-2020,Alaves,1 - 1,Valencia,19/20
2193,12-06-2020,Valencia,1 - 1,Levante,19/20
2194,18-06-2020,Real Madrid,3 - 0,Valencia,19/20
2195,21-06-2020,Valencia,2 - 0,Osasuna,19/20
2196,25-06-2020,Eibar,1 - 0,Valencia,19/20
2197,28-06-2020,Villarreal,2 - 0,Valencia,19/20
2198,01-07-2020,Valencia,0 - 2,Ath Bilbao,19/20
2199,04-07-2020,Granada,2 - 2,Valencia,19/20
2200,07-07-2020,Valencia,2 - 1,Valladolid,19/20
2201,12-07-2020,Leganes,1 - 0,Valencia,19/20
2202,16-07-2020,Valencia,1 - 0,Espanol,19/20
2203,19-07-2020,Sevilla,1 - 0,Valencia,19/20
2204,18-08-2019,Betis,1 - 2,Valladolid,19/20
2205,24-08-2019,Real Madrid,1 - 1,Valladolid,19/20
2206,31-08-2019,Levante,2 - 0,Valladolid,19/20
2207,15-09-2019,Valladolid,1 - 1,Osasuna,19/20
2208,21-09-2019,Villarreal,2 - 0,Valladolid,19/20
2209,24-09-2019,Valladolid,1 - 1,Granada,19/20
2210,29-09-2019,Espanol,0 - 2,Valladolid,19/20
2211,06-10-2019,Valladolid,0 - 0,Ath Madrid,19/20
2212,20-10-2019,Ath Bilbao,1 - 1,Valladolid,19/20
2213,26-10-2019,Valladolid,2 - 0,Eibar,19/20
2214,29-10-2019,Barcelona,5 - 1,Valladolid,19/20
2215,03-11-2019,Valladolid,3 - 0,Mallorca,19/20
2216,09-11-2019,Alaves,3 - 0,Valladolid,19/20
2217,24-11-2019,Valladolid,0 - 1,Sevilla,19/20
2218,29-11-2019,Celta,0 - 0,Valladolid,19/20
2219,08-12-2019,Valladolid,0 - 0,Sociedad,19/20
2220,15-12-2019,Getafe,2 - 0,Valladolid,19/20
2221,21-12-2019,Valladolid,1 - 1,Valencia,19/20
2222,03-01-2020,Valladolid,2 - 2,Leganes,19/20
2223,18-01-2020,Osasuna,0 - 0,Valladolid,19/20
2224,26-01-2020,Valladolid,0 - 1,Real Madrid,19/20
2225,01-02-2020,Mallorca,0 - 1,Valladolid,19/20
2226,08-02-2020,Valladolid,1 - 1,Villarreal,19/20
2227,15-02-2020,Granada,2 - 1,Valladolid,19/20
2228,23-02-2020,Valladolid,2 - 1,Espanol,19/20
2229,28-02-2020,Sociedad,1 - 0,Valladolid,19/20
2230,08-03-2020,Valladolid,1 - 4,Ath Bilbao,19/20
2231,13-06-2020,Leganes,1 - 2,Valladolid,19/20
2232,17-06-2020,Valladolid,0 - 0,Celta,19/20
2233,20-06-2020,Ath Madrid,1 - 0,Valladolid,19/20
2234,23-06-2020,Valladolid,1 - 1,Getafe,19/20
2235,26-06-2020,Sevilla,1 - 1,Valladolid,19/20
2236,01-07-2020,Valladolid,0 - 0,Levante,19/20
2237,04-07-2020,Valladolid,1 - 0,Alaves,19/20
2238,07-07-2020,Valencia,2 - 1,Valladolid,19/20
2239,11-07-2020,Valladolid,0 - 1,Barcelona,19/20
2240,16-07-2020,Eibar,3 - 1,Valladolid,19/20
2241,19-07-2020,Valladolid,2 - 0,Betis,19/20
2242,17-08-2019,Villarreal,4 - 4,Granada,19/20
2243,23-08-2019,Levante,2 - 1,Villarreal,19/20
2244,01-09-2019,Villarreal,2 - 2,Real Madrid,19/20
2245,14-09-2019,Leganes,0 - 3,Villarreal,19/20
2246,21-09-2019,Villarreal,2 - 0,Valladolid,19/20
2247,24-09-2019,Barcelona,2 - 1,Villarreal,19/20
2248,27-09-2019,Villarreal,5 - 1,Betis,19/20
2249,05-10-2019,Osasuna,2 - 1,Villarreal,19/20
2250,20-10-2019,Espanol,0 - 1,Villarreal,19/20
2251,25-10-2019,Villarreal,4 - 1,Alaves,19/20
2252,31-10-2019,Eibar,2 - 1,Villarreal,19/20
2253,03-11-2019,Villarreal,0 - 0,Ath Bilbao,19/20
2254,10-11-2019,Mallorca,3 - 1,Villarreal,19/20
2255,24-11-2019,Villarreal,1 - 3,Celta,19/20
2256,30-11-2019,Valencia,2 - 1,Villarreal,19/20
2257,06-12-2019,Villarreal,0 - 0,Ath Madrid,19/20
2258,15-12-2019,Sevilla,1 - 2,Villarreal,19/20
2259,21-12-2019,Villarreal,1 - 0,Getafe,19/20
2260,05-01-2020,Sociedad,1 - 2,Villarreal,19/20
2261,19-01-2020,Villarreal,1 - 2,Espanol,19/20
2262,25-01-2020,Alaves,1 - 2,Villarreal,19/20
2263,02-02-2020,Villarreal,3 - 1,Osasuna,19/20
2264,08-02-2020,Valladolid,1 - 1,Villarreal,19/20
2265,15-02-2020,Villarreal,2 - 1,Levante,19/20
2266,23-02-2020,Ath Madrid,3 - 1,Villarreal,19/20
2267,01-03-2020,Ath Bilbao,1 - 0,Villarreal,19/20
2268,08-03-2020,Villarreal,1 - 2,Leganes,19/20
2269,13-06-2020,Celta,0 - 1,Villarreal,19/20
2270,16-06-2020,Villarreal,1 - 0,Mallorca,19/20
2271,19-06-2020,Granada,0 - 1,Villarreal,19/20
