,date,home_team,score,away_team,season
3164,30-10-2021,Barcelona,1 - 1,Alaves,21/22
3165,06-11-2021,Celta,3 - 3,Barcelona,21/22
3166,20-11-2021,Barcelona,1 - 0,Espanol,21/22
3167,27-11-2021,Villarreal,1 - 3,Barcelona,21/22
3168,04-12-2021,Barcelona,0 - 1,Betis,21/22
3169,12-12-2021,Osasuna,2 - 2,Barcelona,21/22
3170,18-12-2021,Barcelona,3 - 2,Elche,21/22
3171,21-12-2021,Sevilla,1 - 1,Barcelona,21/22
3172,02-01-2022,Mallorca,0 - 1,Barcelona,21/22
3173,08-01-2022,Granada,1 - 1,Barcelona,21/22
3174,23-01-2022,Alaves,0 - 1,Barcelona,21/22
3175,06-02-2022,Barcelona,4 - 2,Ath Madrid,21/22
3176,13-02-2022,Espanol,2 - 2,Barcelona,21/22
3177,20-02-2022,Valencia,1 - 4,Barcelona,21/22
3178,27-02-2022,Barcelona,4 - 0,Ath Bilbao,21/22
3179,06-03-2022,Elche,1 - 2,Barcelona,21/22
3180,13-03-2022,Barcelona,4 - 0,Osasuna,21/22
3181,20-03-2022,Real Madrid,0 - 4,Barcelona,21/22
3182,03-04-2022,Barcelona,1 - 0,Sevilla,21/22
3183,10-04-2022,Levante,2 - 3,Barcelona,21/22
3184,18-04-2022,Barcelona,0 - 1,Cadiz,21/22
3185,21-04-2022,Sociedad,0 - 1,Barcelona,21/22
3186,24-04-2022,Barcelona,0 - 1,Vallecano,21/22
3187,01-05-2022,Barcelona,2 - 1,Mallorca,21/22
3188,07-05-2022,Betis,1 - 2,Barcelona,21/22
3189,10-05-2022,Barcelona,3 - 1,Celta,21/22
3190,15-05-2022,Getafe,0 - 0,Barcelona,21/22
3191,22-05-2022,Barcelona,0 - 2,Villarreal,21/22
3192,14-08-2021,Mallorca,1 - 1,Betis,21/22
3193,20-08-2021,Betis,1 - 1,Cadiz,21/22
3194,28-08-2021,Betis,0 - 1,Real Madrid,21/22
3195,13-09-2021,Granada,1 - 2,Betis,21/22
3196,19-09-2021,Betis,2 - 2,Espanol,21/22
3197,23-09-2021,Osasuna,1 - 3,Betis,21/22
3198,26-09-2021,Betis,2 - 0,Getafe,21/22
3199,03-10-2021,Villarreal,2 - 0,Betis,21/22
3200,18-10-2021,Alaves,0 - 1,Betis,21/22
3201,24-10-2021,Betis,3 - 2,Vallecano,21/22
3202,27-10-2021,Betis,4 - 1,Valencia,21/22
3203,31-10-2021,Ath Madrid,3 - 0,Betis,21/22
3204,07-11-2021,Betis,0 - 2,Sevilla,21/22
3205,21-11-2021,Elche,0 - 3,Betis,21/22
3206,28-11-2021,Betis,3 - 1,Levante,21/22
3207,04-12-2021,Barcelona,0 - 1,Betis,21/22
3208,12-12-2021,Betis,4 - 0,Sociedad,21/22
3209,19-12-2021,Ath Bilbao,3 - 2,Betis,21/22
3210,02-01-2022,Betis,0 - 2,Celta,21/22
3211,09-01-2022,Vallecano,1 - 1,Betis,21/22
3212,18-01-2022,Betis,4 - 0,Alaves,21/22
3213,21-01-2022,Espanol,1 - 4,Betis,21/22
3214,06-02-2022,Betis,0 - 2,Villarreal,21/22
3215,13-02-2022,Levante,2 - 4,Betis,21/22
3216,20-02-2022,Betis,2 - 1,Mallorca,21/22
3217,27-02-2022,Sevilla,2 - 1,Betis,21/22
3218,06-03-2022,Betis,1 - 3,Ath Madrid,21/22
3219,13-03-2022,Betis,1 - 0,Ath Bilbao,21/22
3220,20-03-2022,Celta,0 - 0,Betis,21/22
3221,03-04-2022,Betis,4 - 1,Osasuna,21/22
3222,09-04-2022,Cadiz,1 - 2,Betis,21/22
3223,15-04-2022,Sociedad,0 - 0,Betis,21/22
3224,19-04-2022,Betis,0 - 1,Elche,21/22
3225,02-05-2022,Getafe,0 - 0,Betis,21/22
3226,07-05-2022,Betis,1 - 2,Barcelona,21/22
3227,10-05-2022,Valencia,0 - 3,Betis,21/22
3228,15-05-2022,Betis,2 - 0,Granada,21/22
3229,20-05-2022,Real Madrid,0 - 0,Betis,21/22
3230,14-08-2021,Cadiz,1 - 1,Levante,21/22
3231,20-08-2021,Betis,1 - 1,Cadiz,21/22
3232,29-08-2021,Cadiz,2 - 3,Osasuna,21/22
3233,12-09-2021,Cadiz,0 - 2,Sociedad,21/22
3234,17-09-2021,Celta,1 - 2,Cadiz,21/22
3235,23-09-2021,Cadiz,0 - 0,Barcelona,21/22
3236,26-09-2021,Vallecano,3 - 1,Cadiz,21/22
3237,02-10-2021,Cadiz,0 - 0,Valencia,21/22
3238,18-10-2021,Espanol,2 - 0,Cadiz,21/22
3239,23-10-2021,Cadiz,0 - 2,Alaves,21/22
3240,26-10-2021,Villarreal,3 - 3,Cadiz,21/22
3241,31-10-2021,Cadiz,1 - 1,Mallorca,21/22
3242,05-11-2021,Ath Bilbao,0 - 1,Cadiz,21/22
3243,21-11-2021,Getafe,4 - 0,Cadiz,21/22
3244,28-11-2021,Cadiz,1 - 4,Ath Madrid,21/22
3245,05-12-2021,Elche,3 - 1,Cadiz,21/22
3246,13-12-2021,Cadiz,1 - 1,Granada,21/22
3247,19-12-2021,Real Madrid,0 - 0,Cadiz,21/22
3248,03-01-2022,Cadiz,0 - 1,Sevilla,21/22
3249,09-01-2022,Osasuna,2 - 0,Cadiz,21/22
3250,18-01-2022,Cadiz,2 - 2,Espanol,21/22
3251,22-01-2022,Levante,0 - 2,Cadiz,21/22
3252,05-02-2022,Mallorca,2 - 1,Cadiz,21/22
3253,12-02-2022,Cadiz,0 - 0,Celta,21/22
3254,19-02-2022,Cadiz,1 - 1,Getafe,21/22
3255,28-02-2022,Granada,0 - 0,Cadiz,21/22
3256,06-03-2022,Cadiz,2 - 0,Vallecano,21/22
3257,11-03-2022,Ath Madrid,2 - 1,Cadiz,21/22
3258,20-03-2022,Cadiz,1 - 0,Villarreal,21/22
3259,03-04-2022,Valencia,0 - 0,Cadiz,21/22
3260,09-04-2022,Cadiz,1 - 2,Betis,21/22
3261,18-04-2022,Barcelona,0 - 1,Cadiz,21/22
3262,21-04-2022,Cadiz,2 - 3,Ath Bilbao,21/22
3263,29-04-2022,Sevilla,1 - 1,Cadiz,21/22
3264,07-05-2022,Cadiz,3 - 0,Elche,21/22
3265,12-05-2022,Sociedad,3 - 0,Cadiz,21/22
3266,15-05-2022,Cadiz,1 - 1,Real Madrid,21/22
3267,22-05-2022,Alaves,0 - 1,Cadiz,21/22
3268,15-08-2021,Celta,1 - 2,Ath Madrid,21/22
3269,23-08-2021,Osasuna,0 - 0,Celta,21/22
3270,28-08-2021,Celta,0 - 1,Ath Bilbao,21/22
3271,12-09-2021,Real Madrid,5 - 2,Celta,21/22
3272,17-09-2021,Celta,1 - 2,Cadiz,21/22
3273,21-09-2021,Levante,0 - 2,Celta,21/22
3274,27-09-2021,Celta,1 - 0,Granada,21/22
3275,03-10-2021,Elche,1 - 0,Celta,21/22
3276,17-10-2021,Celta,0 - 1,Sevilla,21/22
3277,25-10-2021,Getafe,0 - 3,Celta,21/22
3278,28-10-2021,Celta,0 - 2,Sociedad,21/22
3279,01-11-2021,Vallecano,0 - 0,Celta,21/22
3280,06-11-2021,Celta,3 - 3,Barcelona,21/22
3281,20-11-2021,Celta,1 - 1,Villarreal,21/22
3282,27-11-2021,Alaves,1 - 2,Celta,21/22
3283,05-12-2021,Celta,1 - 2,Valencia,21/22
3284,10-12-2021,Mallorca,0 - 0,Celta,21/22
3285,17-12-2021,Celta,3 - 1,Espanol,21/22
3286,02-01-2022,Betis,0 - 2,Celta,21/22
3287,08-01-2022,Sociedad,1 - 0,Celta,21/22
3288,19-01-2022,Celta,2 - 0,Osasuna,21/22
3289,22-01-2022,Sevilla,2 - 2,Celta,21/22
3290,05-02-2022,Celta,2 - 0,Vallecano,21/22
3291,12-02-2022,Cadiz,0 - 0,Celta,21/22
3292,21-02-2022,Celta,1 - 1,Levante,21/22
3293,26-02-2022,Ath Madrid,2 - 0,Celta,21/22
3294,06-03-2022,Celta,4 - 3,Mallorca,21/22
3295,12-03-2022,Villarreal,1 - 0,Celta,21/22
3296,20-03-2022,Celta,0 - 0,Betis,21/22
3297,02-04-2022,Celta,1 - 2,Real Madrid,21/22
3298,10-04-2022,Espanol,1 - 0,Celta,21/22
3299,17-04-2022,Ath Bilbao,0 - 2,Celta,21/22
3300,20-04-2022,Celta,0 - 2,Getafe,21/22
3301,01-05-2022,Granada,1 - 1,Celta,21/22
3302,07-05-2022,Celta,4 - 0,Alaves,21/22
3303,10-05-2022,Barcelona,3 - 1,Celta,21/22
3304,15-05-2022,Celta,1 - 0,Elche,21/22
3305,21-05-2022,Valencia,2 - 0,Celta,21/22
3306,16-08-2021,Elche,0 - 0,Ath Bilbao,21/22
3307,22-08-2021,Ath Madrid,1 - 0,Elche,21/22
3308,28-08-2021,Elche,1 - 1,Sevilla,21/22
3309,13-09-2021,Getafe,0 - 1,Elche,21/22
3310,18-09-2021,Elche,1 - 1,Levante,21/22
3311,22-09-2021,Villarreal,4 - 1,Elche,21/22
3312,26-09-2021,Sociedad,1 - 0,Elche,21/22
3313,03-10-2021,Elche,1 - 0,Celta,21/22
3314,17-10-2021,Vallecano,2 - 1,Elche,21/22
3315,23-10-2021,Elche,2 - 2,Espanol,21/22
3316,26-10-2021,Alaves,1 - 0,Elche,21/22
3317,30-10-2021,Elche,1 - 2,Real Madrid,21/22
3318,07-11-2021,Mallorca,2 - 2,Elche,21/22
3319,21-11-2021,Elche,0 - 3,Betis,21/22
3320,29-11-2021,Osasuna,1 - 1,Elche,21/22
3321,05-12-2021,Elche,3 - 1,Cadiz,21/22
3322,11-12-2021,Valencia,2 - 1,Elche,21/22
3323,18-12-2021,Barcelona,3 - 2,Elche,21/22
3324,02-01-2022,Elche,0 - 0,Granada,21/22
3325,10-01-2022,Espanol,1 - 2,Elche,21/22
3326,16-01-2022,Elche,1 - 0,Villarreal,21/22
3327,23-01-2022,Real Madrid,2 - 2,Elche,21/22
3328,05-02-2022,Elche,3 - 1,Alaves,21/22
3329,11-02-2022,Sevilla,2 - 0,Elche,21/22
3330,18-02-2022,Elche,2 - 1,Vallecano,21/22
3331,25-02-2022,Levante,3 - 0,Elche,21/22
3332,06-03-2022,Elche,1 - 2,Barcelona,21/22
3333,12-03-2022,Granada,0 - 1,Elche,21/22
3334,19-03-2022,Elche,0 - 1,Valencia,21/22
3335,03-04-2022,Ath Bilbao,2 - 1,Elche,21/22
3336,10-04-2022,Elche,1 - 2,Sociedad,21/22
3337,16-04-2022,Elche,3 - 0,Mallorca,21/22
3338,19-04-2022,Betis,0 - 1,Elche,21/22
3339,01-05-2022,Elche,1 - 1,Osasuna,21/22
3340,07-05-2022,Cadiz,3 - 0,Elche,21/22
3341,11-05-2022,Elche,0 - 2,Ath Madrid,21/22
3342,15-05-2022,Celta,1 - 0,Elche,21/22
3343,22-05-2022,Elche,3 - 1,Getafe,21/22
3344,14-08-2021,Osasuna,0 - 0,Espanol,21/22
3345,21-08-2021,Espanol,0 - 0,Villarreal,21/22
3346,27-08-2021,Mallorca,1 - 0,Espanol,21/22
3347,12-09-2021,Espanol,1 - 2,Ath Madrid,21/22
3348,19-09-2021,Betis,2 - 2,Espanol,21/22
3349,22-09-2021,Espanol,1 - 0,Alaves,21/22
3350,25-09-2021,Sevilla,2 - 0,Espanol,21/22
3351,03-10-2021,Espanol,2 - 1,Real Madrid,21/22
3352,18-10-2021,Espanol,2 - 0,Cadiz,21/22
3353,23-10-2021,Elche,2 - 2,Espanol,21/22
3354,26-10-2021,Espanol,1 - 1,Ath Bilbao,21/22
3355,31-10-2021,Getafe,2 - 1,Espanol,21/22
3356,06-11-2021,Espanol,2 - 0,Granada,21/22
3357,20-11-2021,Barcelona,1 - 0,Espanol,21/22
3358,28-11-2021,Espanol,1 - 0,Sociedad,21/22
3359,05-12-2021,Vallecano,1 - 0,Espanol,21/22
3360,11-12-2021,Espanol,4 - 3,Levante,21/22
3361,17-12-2021,Celta,3 - 1,Espanol,21/22
3362,31-12-2021,Valencia,1 - 2,Espanol,21/22
3363,10-01-2022,Espanol,1 - 2,Elche,21/22
3364,18-01-2022,Cadiz,2 - 2,Espanol,21/22
3365,21-01-2022,Espanol,1 - 4,Betis,21/22
3366,07-02-2022,Ath Bilbao,2 - 1,Espanol,21/22
3367,13-02-2022,Espanol,2 - 2,Barcelona,21/22
3368,20-02-2022,Espanol,1 - 1,Sevilla,21/22
3369,27-02-2022,Villarreal,5 - 1,Espanol,21/22
3370,05-03-2022,Espanol,2 - 0,Getafe,21/22
3371,12-03-2022,Levante,1 - 1,Espanol,21/22
3372,20-03-2022,Espanol,1 - 0,Mallorca,21/22
3373,04-04-2022,Sociedad,1 - 0,Espanol,21/22
3374,10-04-2022,Espanol,1 - 0,Celta,21/22
3375,17-04-2022,Ath Madrid,2 - 1,Espanol,21/22
3376,21-04-2022,Espanol,0 - 1,Vallecano,21/22
3377,30-04-2022,Real Madrid,4 - 0,Espanol,21/22
3378,08-05-2022,Espanol,1 - 1,Osasuna,21/22
3379,11-05-2022,Alaves,2 - 1,Espanol,21/22
3380,14-05-2022,Espanol,1 - 1,Valencia,21/22
3381,22-05-2022,Granada,0 - 0,Espanol,21/22
3382,13-08-2021,Valencia,1 - 0,Getafe,21/22
3383,23-08-2021,Getafe,0 - 1,Sevilla,21/22
3384,29-08-2021,Barcelona,2 - 1,Getafe,21/22
3385,13-09-2021,Getafe,0 - 1,Elche,21/22
3386,18-09-2021,Vallecano,3 - 0,Getafe,21/22
3387,21-09-2021,Getafe,1 - 2,Ath Madrid,21/22
3388,26-09-2021,Betis,2 - 0,Getafe,21/22
3389,03-10-2021,Getafe,1 - 1,Sociedad,21/22
3390,16-10-2021,Levante,0 - 0,Getafe,21/22
3391,25-10-2021,Getafe,0 - 3,Celta,21/22
3392,28-10-2021,Granada,1 - 1,Getafe,21/22
3393,31-10-2021,Getafe,2 - 1,Espanol,21/22
3394,07-11-2021,Villarreal,1 - 0,Getafe,21/22
3395,21-11-2021,Getafe,4 - 0,Cadiz,21/22
3396,27-11-2021,Mallorca,0 - 0,Getafe,21/22
3397,06-12-2021,Getafe,0 - 0,Ath Bilbao,21/22
3398,11-12-2021,Alaves,1 - 1,Getafe,21/22
3399,19-12-2021,Getafe,1 - 0,Osasuna,21/22
3400,02-01-2022,Getafe,1 - 0,Real Madrid,21/22
3401,09-01-2022,Sevilla,1 - 0,Getafe,21/22
3402,20-01-2022,Getafe,4 - 2,Granada,21/22
3403,23-01-2022,Sociedad,0 - 0,Getafe,21/22
3404,04-02-2022,Getafe,3 - 0,Levante,21/22
3405,12-02-2022,Ath Madrid,4 - 3,Getafe,21/22
3406,19-02-2022,Cadiz,1 - 1,Getafe,21/22
3407,26-02-2022,Getafe,2 - 2,Alaves,21/22
3408,05-03-2022,Espanol,2 - 0,Getafe,21/22
3409,12-03-2022,Getafe,0 - 0,Valencia,21/22
3410,18-03-2022,Ath Bilbao,1 - 1,Getafe,21/22
3411,02-04-2022,Getafe,1 - 0,Mallorca,21/22
3412,09-04-2022,Real Madrid,2 - 0,Getafe,21/22
3413,16-04-2022,Getafe,1 - 2,Villarreal,21/22
3414,20-04-2022,Celta,0 - 2,Getafe,21/22
3415,02-05-2022,Getafe,0 - 0,Betis,21/22
3416,08-05-2022,Getafe,0 - 0,Vallecano,21/22
3417,11-05-2022,Osasuna,1 - 1,Getafe,21/22
3418,15-05-2022,Getafe,0 - 0,Barcelona,21/22
3419,22-05-2022,Elche,3 - 1,Getafe,21/22
3420,16-08-2021,Villarreal,0 - 0,Granada,21/22
3421,21-08-2021,Granada,1 - 1,Valencia,21/22
3422,29-08-2021,Vallecano,4 - 0,Granada,21/22
3423,13-09-2021,Granada,1 - 2,Betis,21/22
3424,20-09-2021,Barcelona,1 - 1,Granada,21/22
3425,23-09-2021,Granada,2 - 3,Sociedad,21/22
3426,27-09-2021,Celta,1 - 0,Granada,21/22
3427,03-10-2021,Granada,1 - 0,Sevilla,21/22
3428,22-10-2021,Osasuna,1 - 1,Granada,21/22
3429,28-10-2021,Granada,1 - 1,Getafe,21/22
3430,01-11-2021,Levante,0 - 3,Granada,21/22
3431,06-11-2021,Espanol,2 - 0,Granada,21/22
3432,21-11-2021,Granada,1 - 4,Real Madrid,21/22
3433,26-11-2021,Ath Bilbao,2 - 2,Granada,21/22
3434,03-12-2021,Granada,2 - 1,Alaves,21/22
3435,13-12-2021,Cadiz,1 - 1,Granada,21/22
3436,19-12-2021,Granada,4 - 1,Mallorca,21/22
3437,22-12-2021,Granada,2 - 1,Ath Madrid,21/22
3438,02-01-2022,Elche,0 - 0,Granada,21/22
3439,08-01-2022,Granada,1 - 1,Barcelona,21/22
3440,20-01-2022,Getafe,4 - 2,Granada,21/22
3441,23-01-2022,Granada,0 - 2,Osasuna,21/22
3442,06-02-2022,Real Madrid,1 - 0,Granada,21/22
3443,13-02-2022,Sociedad,2 - 0,Granada,21/22
3444,19-02-2022,Granada,1 - 4,Villarreal,21/22
3445,28-02-2022,Granada,0 - 0,Cadiz,21/22
3446,05-03-2022,Valencia,3 - 1,Granada,21/22
3447,12-03-2022,Granada,0 - 1,Elche,21/22
3448,19-03-2022,Alaves,2 - 3,Granada,21/22
3449,03-04-2022,Granada,2 - 2,Vallecano,21/22
3450,08-04-2022,Sevilla,4 - 2,Granada,21/22
3451,17-04-2022,Granada,1 - 4,Levante,21/22
3452,20-04-2022,Ath Madrid,0 - 0,Granada,21/22
3453,01-05-2022,Granada,1 - 1,Celta,21/22
3454,07-05-2022,Mallorca,2 - 6,Granada,21/22
3455,10-05-2022,Granada,1 - 0,Ath Bilbao,21/22
3456,15-05-2022,Betis,2 - 0,Granada,21/22
3457,22-05-2022,Granada,0 - 0,Espanol,21/22
3458,14-08-2021,Cadiz,1 - 1,Levante,21/22
3459,22-08-2021,Levante,3 - 3,Real Madrid,21/22
3460,28-08-2021,Sociedad,1 - 0,Levante,21/22
3461,11-09-2021,Levante,1 - 1,Vallecano,21/22
3462,18-09-2021,Elche,1 - 1,Levante,21/22
3463,21-09-2021,Levante,0 - 2,Celta,21/22
3464,26-09-2021,Barcelona,3 - 0,Levante,21/22
3465,02-10-2021,Mallorca,1 - 0,Levante,21/22
3466,16-10-2021,Levante,0 - 0,Getafe,21/22
3467,24-10-2021,Sevilla,5 - 3,Levante,21/22
3468,28-10-2021,Levante,2 - 2,Ath Madrid,21/22
3469,01-11-2021,Levante,0 - 3,Granada,21/22
3470,06-11-2021,Alaves,2 - 1,Levante,21/22
3471,19-11-2021,Levante,0 - 0,Ath Bilbao,21/22
3472,28-11-2021,Betis,3 - 1,Levante,21/22
3473,05-12-2021,Levante,0 - 0,Osasuna,21/22
3474,11-12-2021,Espanol,4 - 3,Levante,21/22
3475,20-12-2021,Levante,3 - 4,Valencia,21/22
3476,03-01-2022,Villarreal,5 - 0,Levante,21/22
3477,08-01-2022,Levante,2 - 0,Mallorca,21/22
3478,22-01-2022,Levante,0 - 2,Cadiz,21/22
3479,04-02-2022,Getafe,3 - 0,Levante,21/22
3480,13-02-2022,Levante,2 - 4,Betis,21/22
3481,16-02-2022,Ath Madrid,0 - 1,Levante,21/22
3482,21-02-2022,Celta,1 - 1,Levante,21/22
3483,25-02-2022,Levante,3 - 0,Elche,21/22
3484,07-03-2022,Ath Bilbao,3 - 1,Levante,21/22
3485,12-03-2022,Levante,1 - 1,Espanol,21/22
3486,19-03-2022,Osasuna,3 - 1,Levante,21/22
3487,02-04-2022,Levante,2 - 0,Villarreal,21/22
3488,10-04-2022,Levante,2 - 3,Barcelona,21/22
3489,17-04-2022,Granada,1 - 4,Levante,21/22
3490,21-04-2022,Levante,2 - 3,Sevilla,21/22
3491,30-04-2022,Valencia,1 - 1,Levante,21/22
3492,06-05-2022,Levante,2 - 1,Sociedad,21/22
3493,12-05-2022,Real Madrid,6 - 0,Levante,21/22
3494,15-05-2022,Levante,3 - 1,Alaves,21/22
3495,20-05-2022,Vallecano,2 - 4,Levante,21/22
3496,14-08-2021,Mallorca,1 - 1,Betis,21/22
3497,21-08-2021,Alaves,0 - 1,Mallorca,21/22
3498,27-08-2021,Mallorca,1 - 0,Espanol,21/22
3499,11-09-2021,Ath Bilbao,2 - 0,Mallorca,21/22
3500,19-09-2021,Mallorca,0 - 0,Villarreal,21/22
3501,22-09-2021,Real Madrid,6 - 1,Mallorca,21/22
3502,26-09-2021,Mallorca,2 - 3,Osasuna,21/22
3503,02-10-2021,Mallorca,1 - 0,Levante,21/22
3504,16-10-2021,Sociedad,1 - 0,Mallorca,21/22
3505,23-10-2021,Valencia,2 - 2,Mallorca,21/22
3506,27-10-2021,Mallorca,1 - 1,Sevilla,21/22
3507,31-10-2021,Cadiz,1 - 1,Mallorca,21/22
3508,07-11-2021,Mallorca,2 - 2,Elche,21/22
3509,22-11-2021,Vallecano,3 - 1,Mallorca,21/22
3510,27-11-2021,Mallorca,0 - 0,Getafe,21/22
3511,04-12-2021,Ath Madrid,1 - 2,Mallorca,21/22
3512,10-12-2021,Mallorca,0 - 0,Celta,21/22
3513,19-12-2021,Granada,4 - 1,Mallorca,21/22
3514,02-01-2022,Mallorca,0 - 1,Barcelona,21/22
3515,08-01-2022,Levante,2 - 0,Mallorca,21/22
3516,22-01-2022,Villarreal,3 - 0,Mallorca,21/22
3517,05-02-2022,Mallorca,2 - 1,Cadiz,21/22
3518,14-02-2022,Mallorca,3 - 2,Ath Bilbao,21/22
3519,20-02-2022,Betis,2 - 1,Mallorca,21/22
3520,26-02-2022,Mallorca,0 - 1,Valencia,21/22
3521,02-03-2022,Mallorca,0 - 2,Sociedad,21/22
3522,06-03-2022,Celta,4 - 3,Mallorca,21/22
3523,14-03-2022,Mallorca,0 - 3,Real Madrid,21/22
3524,20-03-2022,Espanol,1 - 0,Mallorca,21/22
3525,02-04-2022,Getafe,1 - 0,Mallorca,21/22
3526,09-04-2022,Mallorca,1 - 0,Ath Madrid,21/22
3527,16-04-2022,Elche,3 - 0,Mallorca,21/22
3528,19-04-2022,Mallorca,2 - 1,Alaves,21/22
3529,01-05-2022,Barcelona,2 - 1,Mallorca,21/22
3530,07-05-2022,Mallorca,2 - 6,Granada,21/22
3531,11-05-2022,Sevilla,0 - 0,Mallorca,21/22
3532,15-05-2022,Mallorca,2 - 1,Vallecano,21/22
3533,22-05-2022,Osasuna,0 - 2,Mallorca,21/22
3534,14-08-2021,Osasuna,0 - 0,Espanol,21/22
3535,23-08-2021,Osasuna,0 - 0,Celta,21/22
3536,29-08-2021,Cadiz,2 - 3,Osasuna,21/22
3537,12-09-2021,Osasuna,1 - 4,Valencia,21/22
3538,18-09-2021,Alaves,0 - 2,Osasuna,21/22
3539,23-09-2021,Osasuna,1 - 3,Betis,21/22
3540,26-09-2021,Mallorca,2 - 3,Osasuna,21/22
3541,02-10-2021,Osasuna,1 - 0,Vallecano,21/22
3542,17-10-2021,Villarreal,1 - 2,Osasuna,21/22
3543,22-10-2021,Osasuna,1 - 1,Granada,21/22
3544,27-10-2021,Real Madrid,0 - 0,Osasuna,21/22
3545,30-10-2021,Sevilla,2 - 0,Osasuna,21/22
3546,07-11-2021,Osasuna,0 - 2,Sociedad,21/22
3547,20-11-2021,Ath Madrid,1 - 0,Osasuna,21/22
3548,29-11-2021,Osasuna,1 - 1,Elche,21/22
3549,05-12-2021,Levante,0 - 0,Osasuna,21/22
3550,12-12-2021,Osasuna,2 - 2,Barcelona,21/22
3551,19-12-2021,Getafe,1 - 0,Osasuna,21/22
3552,03-01-2022,Osasuna,1 - 3,Ath Bilbao,21/22
3553,09-01-2022,Osasuna,2 - 0,Cadiz,21/22
3554,19-01-2022,Celta,2 - 0,Osasuna,21/22
3555,23-01-2022,Granada,0 - 2,Osasuna,21/22
3556,05-02-2022,Osasuna,0 - 0,Sevilla,21/22
3557,12-02-2022,Vallecano,0 - 3,Osasuna,21/22
3558,19-02-2022,Osasuna,0 - 3,Ath Madrid,21/22
3559,27-02-2022,Sociedad,1 - 0,Osasuna,21/22
3560,05-03-2022,Osasuna,1 - 0,Villarreal,21/22
3561,13-03-2022,Barcelona,4 - 0,Osasuna,21/22
3562,19-03-2022,Osasuna,3 - 1,Levante,21/22
3563,03-04-2022,Betis,4 - 1,Osasuna,21/22
3564,10-04-2022,Osasuna,1 - 0,Alaves,21/22
3565,16-04-2022,Valencia,1 - 2,Osasuna,21/22
3566,20-04-2022,Osasuna,1 - 3,Real Madrid,21/22
3567,01-05-2022,Elche,1 - 1,Osasuna,21/22
3568,08-05-2022,Espanol,1 - 1,Osasuna,21/22
3569,11-05-2022,Osasuna,1 - 1,Getafe,21/22
3570,15-05-2022,Ath Bilbao,2 - 0,Osasuna,21/22
3571,22-05-2022,Osasuna,0 - 2,Mallorca,21/22
3572,14-08-2021,Alaves,1 - 4,Real Madrid,21/22
3573,22-08-2021,Levante,3 - 3,Real Madrid,21/22
3574,28-08-2021,Betis,0 - 1,Real Madrid,21/22
3575,12-09-2021,Real Madrid,5 - 2,Celta,21/22
3576,19-09-2021,Valencia,1 - 2,Real Madrid,21/22
3577,22-09-2021,Real Madrid,6 - 1,Mallorca,21/22
3578,25-09-2021,Real Madrid,0 - 0,Villarreal,21/22
3579,03-10-2021,Espanol,2 - 1,Real Madrid,21/22
3580,24-10-2021,Barcelona,1 - 2,Real Madrid,21/22
3581,27-10-2021,Real Madrid,0 - 0,Osasuna,21/22
3582,30-10-2021,Elche,1 - 2,Real Madrid,21/22
3583,06-11-2021,Real Madrid,2 - 1,Vallecano,21/22
3584,21-11-2021,Granada,1 - 4,Real Madrid,21/22
3585,28-11-2021,Real Madrid,2 - 1,Sevilla,21/22
3586,01-12-2021,Real Madrid,1 - 0,Ath Bilbao,21/22
3587,04-12-2021,Sociedad,0 - 2,Real Madrid,21/22
3588,12-12-2021,Real Madrid,2 - 0,Ath Madrid,21/22
3589,19-12-2021,Real Madrid,0 - 0,Cadiz,21/22
3590,22-12-2021,Ath Bilbao,1 - 2,Real Madrid,21/22
3591,02-01-2022,Getafe,1 - 0,Real Madrid,21/22
3592,08-01-2022,Real Madrid,4 - 1,Valencia,21/22
3593,23-01-2022,Real Madrid,2 - 2,Elche,21/22
3594,06-02-2022,Real Madrid,1 - 0,Granada,21/22
3595,12-02-2022,Villarreal,0 - 0,Real Madrid,21/22
3596,19-02-2022,Real Madrid,3 - 0,Alaves,21/22
3597,26-02-2022,Vallecano,0 - 1,Real Madrid,21/22
3598,05-03-2022,Real Madrid,4 - 1,Sociedad,21/22
3599,14-03-2022,Mallorca,0 - 3,Real Madrid,21/22
3600,20-03-2022,Real Madrid,0 - 4,Barcelona,21/22
3601,02-04-2022,Celta,1 - 2,Real Madrid,21/22
3602,09-04-2022,Real Madrid,2 - 0,Getafe,21/22
3603,17-04-2022,Sevilla,2 - 3,Real Madrid,21/22
3604,20-04-2022,Osasuna,1 - 3,Real Madrid,21/22
3605,30-04-2022,Real Madrid,4 - 0,Espanol,21/22
3606,08-05-2022,Ath Madrid,1 - 0,Real Madrid,21/22
3607,12-05-2022,Real Madrid,6 - 0,Levante,21/22
3608,15-05-2022,Cadiz,1 - 1,Real Madrid,21/22
3609,20-05-2022,Real Madrid,0 - 0,Betis,21/22
3610,15-08-2021,Sevilla,3 - 0,Vallecano,21/22
3611,23-08-2021,Getafe,0 - 1,Sevilla,21/22
3612,28-08-2021,Elche,1 - 1,Sevilla,21/22
3613,19-09-2021,Sociedad,0 - 0,Sevilla,21/22
3614,22-09-2021,Sevilla,3 - 1,Valencia,21/22
3615,25-09-2021,Sevilla,2 - 0,Espanol,21/22
3616,03-10-2021,Granada,1 - 0,Sevilla,21/22
3617,17-10-2021,Celta,0 - 1,Sevilla,21/22
3618,24-10-2021,Sevilla,5 - 3,Levante,21/22
